raw_stem,raw_product_id,timestamp,received_date,product_type,camera_id,crop_type,camera_angle,product_id,stem,has_kizu_dakon,has_kizu_ware,has_kizu_zairyou,has_ignore_shallow,has_ignore_cutting,has_ignore_oil,has_sabi,has_unuse,is_anomaly_image,is_anomaly_product,data_block_id
703_20201007133602732,703,20201007133602732,20201008,H,2,uncrop,2,20201007133556181,20201007133556181_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133604669,703,20201007133604669,20201008,H,2,uncrop,3,20201007133556181,20201007133556181_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133607424,703,20201007133607424,20201008,H,2,uncrop,4,20201007133556181,20201007133556181_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133610625,703,20201007133610625,20201008,H,2,uncrop,5,20201007133556181,20201007133556181_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133612548,703,20201007133612548,20201008,H,2,uncrop,6,20201007133556181,20201007133556181_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133615006,703,20201007133615006,20201008,H,2,uncrop,7,20201007133556181,20201007133556181_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133618209,703,20201007133618209,20201008,H,2,uncrop,8,20201007133556181,20201007133556181_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133620141,703,20201007133620141,20201008,H,2,uncrop,9,20201007133556181,20201007133556181_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133622595,703,20201007133622595,20201008,H,2,uncrop,10,20201007133556181,20201007133556181_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
703_20201007133625804,703,20201007133625804,20201008,H,2,uncrop,11,20201007133556181,20201007133556181_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
704_20201007133742252,704,20201007133742252,20201008,H,2,uncrop,0,20201007133742252,20201007133742252_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133745018,704,20201007133745018,20201008,H,2,uncrop,1,20201007133742252,20201007133742252_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133748817,704,20201007133748817,20201008,H,2,uncrop,2,20201007133742252,20201007133742252_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133750748,704,20201007133750748,20201008,H,2,uncrop,3,20201007133742252,20201007133742252_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133753507,704,20201007133753507,20201008,H,2,uncrop,4,20201007133742252,20201007133742252_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133756717,704,20201007133756717,20201008,H,2,uncrop,5,20201007133742252,20201007133742252_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133758649,704,20201007133758649,20201008,H,2,uncrop,6,20201007133742252,20201007133742252_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133801101,704,20201007133801101,20201008,H,2,uncrop,7,20201007133742252,20201007133742252_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133804308,704,20201007133804308,20201008,H,2,uncrop,8,20201007133742252,20201007133742252_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133806244,704,20201007133806244,20201008,H,2,uncrop,9,20201007133742252,20201007133742252_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133808696,704,20201007133808696,20201008,H,2,uncrop,10,20201007133742252,20201007133742252_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
704_20201007133811904,704,20201007133811904,20201008,H,2,uncrop,11,20201007133742252,20201007133742252_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,1
705_20201007133950532,705,20201007133950532,20201008,H,2,uncrop,0,20201007133950532,20201007133950532_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007133953283,705,20201007133953283,20201008,H,2,uncrop,1,20201007133950532,20201007133950532_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007133957088,705,20201007133957088,20201008,H,2,uncrop,2,20201007133950532,20201007133950532_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007133959019,705,20201007133959019,20201008,H,2,uncrop,3,20201007133950532,20201007133950532_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134001772,705,20201007134001772,20201008,H,2,uncrop,4,20201007133950532,20201007133950532_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134004980,705,20201007134004980,20201008,H,2,uncrop,5,20201007133950532,20201007133950532_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134006905,705,20201007134006905,20201008,H,2,uncrop,6,20201007133950532,20201007133950532_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134009370,705,20201007134009370,20201008,H,2,uncrop,7,20201007133950532,20201007133950532_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134012584,705,20201007134012584,20201008,H,2,uncrop,8,20201007133950532,20201007133950532_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134014530,705,20201007134014530,20201008,H,2,uncrop,9,20201007133950532,20201007133950532_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134016969,705,20201007134016969,20201008,H,2,uncrop,10,20201007133950532,20201007133950532_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
705_20201007134020174,705,20201007134020174,20201008,H,2,uncrop,11,20201007133950532,20201007133950532_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,5
706_20201007134133173,706,20201007134133173,20201008,H,2,uncrop,0,20201007134133173,20201007134133173_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134135933,706,20201007134135933,20201008,H,2,uncrop,1,20201007134133173,20201007134133173_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134139735,706,20201007134139735,20201008,H,2,uncrop,2,20201007134133173,20201007134133173_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134141675,706,20201007134141675,20201008,H,2,uncrop,3,20201007134133173,20201007134133173_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134144435,706,20201007134144435,20201008,H,2,uncrop,4,20201007134133173,20201007134133173_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134147640,706,20201007134147640,20201008,H,2,uncrop,5,20201007134133173,20201007134133173_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134149570,706,20201007134149570,20201008,H,2,uncrop,6,20201007134133173,20201007134133173_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134152035,706,20201007134152035,20201008,H,2,uncrop,7,20201007134133173,20201007134133173_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134155240,706,20201007134155240,20201008,H,2,uncrop,8,20201007134133173,20201007134133173_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134157171,706,20201007134157171,20201008,H,2,uncrop,9,20201007134133173,20201007134133173_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134159655,706,20201007134159655,20201008,H,2,uncrop,10,20201007134133173,20201007134133173_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
706_20201007134202834,706,20201007134202834,20201008,H,2,uncrop,11,20201007134133173,20201007134133173_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,9
707_20201007134314609,707,20201007134314609,20201008,H,2,uncrop,0,20201007134314609,20201007134314609_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134317367,707,20201007134317367,20201008,H,2,uncrop,1,20201007134314609,20201007134314609_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134321166,707,20201007134321166,20201008,H,2,uncrop,2,20201007134314609,20201007134314609_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134323096,707,20201007134323096,20201008,H,2,uncrop,3,20201007134314609,20201007134314609_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134325894,707,20201007134325894,20201008,H,2,uncrop,4,20201007134314609,20201007134314609_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134329089,707,20201007134329089,20201008,H,2,uncrop,5,20201007134314609,20201007134314609_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134330979,707,20201007134330979,20201008,H,2,uncrop,6,20201007134314609,20201007134314609_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134333448,707,20201007134333448,20201008,H,2,uncrop,7,20201007134314609,20201007134314609_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134336651,707,20201007134336651,20201008,H,2,uncrop,8,20201007134314609,20201007134314609_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134338586,707,20201007134338586,20201008,H,2,uncrop,9,20201007134314609,20201007134314609_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134341039,707,20201007134341039,20201008,H,2,uncrop,10,20201007134314609,20201007134314609_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
707_20201007134344244,707,20201007134344244,20201008,H,2,uncrop,11,20201007134314609,20201007134314609_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
708_20201007134548927,708,20201007134548927,20201008,H,2,uncrop,0,20201007134548927,20201007134548927_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134551683,708,20201007134551683,20201008,H,2,uncrop,1,20201007134548927,20201007134548927_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134555488,708,20201007134555488,20201008,H,2,uncrop,2,20201007134548927,20201007134548927_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134557416,708,20201007134557416,20201008,H,2,uncrop,3,20201007134548927,20201007134548927_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134600174,708,20201007134600174,20201008,H,2,uncrop,4,20201007134548927,20201007134548927_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134603378,708,20201007134603378,20201008,H,2,uncrop,5,20201007134548927,20201007134548927_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134605303,708,20201007134605303,20201008,H,2,uncrop,6,20201007134548927,20201007134548927_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134607764,708,20201007134607764,20201008,H,2,uncrop,7,20201007134548927,20201007134548927_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134610965,708,20201007134610965,20201008,H,2,uncrop,8,20201007134548927,20201007134548927_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134612898,708,20201007134612898,20201008,H,2,uncrop,9,20201007134548927,20201007134548927_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134615354,708,20201007134615354,20201008,H,2,uncrop,10,20201007134548927,20201007134548927_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
708_20201007134618564,708,20201007134618564,20201008,H,2,uncrop,11,20201007134548927,20201007134548927_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
709_20201007134808381,709,20201007134808381,20201008,H,2,uncrop,0,20201007134808381,20201007134808381_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134811143,709,20201007134811143,20201008,H,2,uncrop,1,20201007134808381,20201007134808381_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134814939,709,20201007134814939,20201008,H,2,uncrop,2,20201007134808381,20201007134808381_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134816873,709,20201007134816873,20201008,H,2,uncrop,3,20201007134808381,20201007134808381_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134819629,709,20201007134819629,20201008,H,2,uncrop,4,20201007134808381,20201007134808381_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134822833,709,20201007134822833,20201008,H,2,uncrop,5,20201007134808381,20201007134808381_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134824761,709,20201007134824761,20201008,H,2,uncrop,6,20201007134808381,20201007134808381_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134827239,709,20201007134827239,20201008,H,2,uncrop,7,20201007134808381,20201007134808381_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134830461,709,20201007134830461,20201008,H,2,uncrop,8,20201007134808381,20201007134808381_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134832353,709,20201007134832353,20201008,H,2,uncrop,9,20201007134808381,20201007134808381_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134834811,709,20201007134834811,20201008,H,2,uncrop,10,20201007134808381,20201007134808381_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
709_20201007134838019,709,20201007134838019,20201008,H,2,uncrop,11,20201007134808381,20201007134808381_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
710_20201007135025148,710,20201007135025148,20201008,H,2,uncrop,0,20201007135025148,20201007135025148_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135027904,710,20201007135027904,20201008,H,2,uncrop,1,20201007135025148,20201007135025148_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135031710,710,20201007135031710,20201008,H,2,uncrop,2,20201007135025148,20201007135025148_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135033636,710,20201007135033636,20201008,H,2,uncrop,3,20201007135025148,20201007135025148_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135036396,710,20201007135036396,20201008,H,2,uncrop,4,20201007135025148,20201007135025148_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135039606,710,20201007135039606,20201008,H,2,uncrop,5,20201007135025148,20201007135025148_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135041532,710,20201007135041532,20201008,H,2,uncrop,6,20201007135025148,20201007135025148_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135043997,710,20201007135043997,20201008,H,2,uncrop,7,20201007135025148,20201007135025148_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135047195,710,20201007135047195,20201008,H,2,uncrop,8,20201007135025148,20201007135025148_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135049123,710,20201007135049123,20201008,H,2,uncrop,9,20201007135025148,20201007135025148_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135051588,710,20201007135051588,20201008,H,2,uncrop,10,20201007135025148,20201007135025148_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
710_20201007135054792,710,20201007135054792,20201008,H,2,uncrop,11,20201007135025148,20201007135025148_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,6
711_20201007135900158,711,20201007135900158,20201008,H,2,uncrop,0,20201007135900158,20201007135900158_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135902878,711,20201007135902878,20201008,H,2,uncrop,1,20201007135900158,20201007135900158_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135906674,711,20201007135906674,20201008,H,2,uncrop,2,20201007135900158,20201007135900158_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135908606,711,20201007135908606,20201008,H,2,uncrop,3,20201007135900158,20201007135900158_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135911364,711,20201007135911364,20201008,H,2,uncrop,4,20201007135900158,20201007135900158_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135914572,711,20201007135914572,20201008,H,2,uncrop,5,20201007135900158,20201007135900158_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135916500,711,20201007135916500,20201008,H,2,uncrop,6,20201007135900158,20201007135900158_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135918962,711,20201007135918962,20201008,H,2,uncrop,7,20201007135900158,20201007135900158_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135922178,711,20201007135922178,20201008,H,2,uncrop,8,20201007135900158,20201007135900158_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135924102,711,20201007135924102,20201008,H,2,uncrop,9,20201007135900158,20201007135900158_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135926564,711,20201007135926564,20201008,H,2,uncrop,10,20201007135900158,20201007135900158_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
711_20201007135929757,711,20201007135929757,20201008,H,2,uncrop,11,20201007135900158,20201007135900158_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141423917,712,20201007141423917,20201008,H,2,uncrop,0,20201007141423917,20201007141423917_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141426682,712,20201007141426682,20201008,H,2,uncrop,1,20201007141423917,20201007141423917_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141430476,712,20201007141430476,20201008,H,2,uncrop,2,20201007141423917,20201007141423917_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141432405,712,20201007141432405,20201008,H,2,uncrop,3,20201007141423917,20201007141423917_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141435172,712,20201007141435172,20201008,H,2,uncrop,4,20201007141423917,20201007141423917_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141438369,712,20201007141438369,20201008,H,2,uncrop,5,20201007141423917,20201007141423917_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141440301,712,20201007141440301,20201008,H,2,uncrop,6,20201007141423917,20201007141423917_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141442763,712,20201007141442763,20201008,H,2,uncrop,7,20201007141423917,20201007141423917_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141445970,712,20201007141445970,20201008,H,2,uncrop,8,20201007141423917,20201007141423917_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141447904,712,20201007141447904,20201008,H,2,uncrop,9,20201007141423917,20201007141423917_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141450390,712,20201007141450390,20201008,H,2,uncrop,10,20201007141423917,20201007141423917_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
712_20201007141453562,712,20201007141453562,20201008,H,2,uncrop,11,20201007141423917,20201007141423917_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,2
713_20201008093316585,713,20201008093316585,20201008,H,2,uncrop,0,20201008093316585,20201008093316585_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093319347,713,20201008093319347,20201008,H,2,uncrop,1,20201008093316585,20201008093316585_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093323143,713,20201008093323143,20201008,H,2,uncrop,2,20201008093316585,20201008093316585_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093325070,713,20201008093325070,20201008,H,2,uncrop,3,20201008093316585,20201008093316585_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093327822,713,20201008093327822,20201008,H,2,uncrop,4,20201008093316585,20201008093316585_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093331028,713,20201008093331028,20201008,H,2,uncrop,5,20201008093316585,20201008093316585_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093332949,713,20201008093332949,20201008,H,2,uncrop,6,20201008093316585,20201008093316585_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093335415,713,20201008093335415,20201008,H,2,uncrop,7,20201008093316585,20201008093316585_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093338611,713,20201008093338611,20201008,H,2,uncrop,8,20201008093316585,20201008093316585_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093340549,713,20201008093340549,20201008,H,2,uncrop,9,20201008093316585,20201008093316585_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093343002,713,20201008093343002,20201008,H,2,uncrop,10,20201008093316585,20201008093316585_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
713_20201008093346203,713,20201008093346203,20201008,H,2,uncrop,11,20201008093316585,20201008093316585_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,3
714_20201008093504786,714,20201008093504786,20201008,H,2,uncrop,0,20201008093504786,20201008093504786_2_0_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093507546,714,20201008093507546,20201008,H,2,uncrop,1,20201008093504786,20201008093504786_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093511348,714,20201008093511348,20201008,H,2,uncrop,2,20201008093504786,20201008093504786_2_2_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093513301,714,20201008093513301,20201008,H,2,uncrop,3,20201008093504786,20201008093504786_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093516033,714,20201008093516033,20201008,H,2,uncrop,4,20201008093504786,20201008093504786_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093519239,714,20201008093519239,20201008,H,2,uncrop,5,20201008093504786,20201008093504786_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093521162,714,20201008093521162,20201008,H,2,uncrop,6,20201008093504786,20201008093504786_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093523622,714,20201008093523622,20201008,H,2,uncrop,7,20201008093504786,20201008093504786_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093526826,714,20201008093526826,20201008,H,2,uncrop,8,20201008093504786,20201008093504786_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093528752,714,20201008093528752,20201008,H,2,uncrop,9,20201008093504786,20201008093504786_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
714_20201008093531209,714,20201008093531209,20201008,H,2,uncrop,10,20201008093504786,20201008093504786_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,0.0,7
